authors,doi,title,classification_id,type,issued_date,subject,journal_title,publisher,issn,isbn,issue,volume,page,nhm_sub,oa_id,best_oa_url,updated_date,pdf_url,is_oa,doi_url,host_type,version,retrieved_date
"Psomadakis, Peter N.; Matsuura, Keiichi; Thein, Htun",10.1007/s10228-018-0646-3,"Chelonodontops alvheimi, a new species of pufferfish (Actinopterygii: Tetraodontiformes: Tetraodontidae) from the Indian Ocean, with redescription of the rare pufferfish Chelonodontops leopardus (Day 1878)",1,journal-article,2018-07-03,"Ecology, Evolution, Behavior and Systematics",Ichthyological Research,Springer Nature,1341-8998,,,,,1,110,,2018-07-04,,0,https://doi.org/10.1007/s10228-018-0646-3,,,2018-09-15
"Bond, Alexander L.; Carlson, Colin J.; Burgio, Kevin R.",10.1007/s10336-018-1590-8,Local extinctions of insular avifauna on the most remote inhabited island in the world,1,journal-article,2018-08-13,,Journal of Ornithology,"Springer Nature America, Inc",2193-7192,,,,,1,111,https://link.springer.com/content/pdf/10.1007%2Fs10336-018-1590-8.pdf,2018-08-13,https://link.springer.com/content/pdf/10.1007%2Fs10336-018-1590-8.pdf,1,https://doi.org/10.1007/s10336-018-1590-8,publisher,publishedVersion,2018-09-15
"Gonçalves, Pablo R.; Christoff, Alexandre U.; Machado, Leonardo F.; Bonvicino, Cibele R.; Peters, Felipe B.; Percequillo, Alexandre R.",10.1007/s10914-018-9444-y,Unraveling Deep Branches of the Sigmodontinae Tree (Rodentia: Cricetidae) in Eastern South America,1,journal-article,2018-07-14,"Ecology, Evolution, Behavior and Systematics",Journal of Mammalian Evolution,Springer Nature,1064-7554,,,,,1,112,,2018-07-25,,0,https://doi.org/10.1007/s10914-018-9444-y,,,2018-09-15
"Scholz, Tomáš; Tavakol, Sareh; Uhrová, Lucie; Brabec, Jan; Přikrylová, Iva; Mašová, Šárka; Šimková, Andrea; Halajian, Ali; Luus-Powell, Wilmien J.",10.1007/s11230-018-9796-y,An annotated list and molecular data on larvae of gryporhynchid tapeworms (Cestoda: Cyclophyllidea) from freshwater fishes in Africa,1,journal-article,2018-05-16,,Systematic Parasitology,Springer Nature,0165-5752,,6,95,567-590,1,113,,2018-06-16,,0,https://doi.org/10.1007/s11230-018-9796-y,,,2018-09-15
"Bray, Rodney A.; Cribb, Thomas H.; Cutmore, Scott C.",10.1007/s11230-018-9803-3,"Lepocreadiidae Odhner, 1905 and Aephnidiogenidae Yamaguti, 1934 (Digenea: Lepocreadioidea) of fishes from Moreton Bay, Queensland, Australia, with the erection of a new family and genus",1,journal-article,2018-05-31,,Systematic Parasitology,Springer Nature,0165-5752,,6,95,479-498,1,114,https://link.springer.com/content/pdf/10.1007%2Fs11230-018-9803-3.pdf,2018-07-29,https://link.springer.com/content/pdf/10.1007%2Fs11230-018-9803-3.pdf,1,https://doi.org/10.1007/s11230-018-9803-3,publisher,publishedVersion,2018-09-15
"Pantoja, Camila; Scholz, Tomáš; Luque, José Luis; Jones, Arlene",10.1007/s11230-018-9808-y,New genera and species of paramphistomes (Digenea: Paramphistomoidea: Cladorchiidae) parasitic in fishes from the Amazon basin in Peru,1,journal-article,2018-07-03,Parasitology,Systematic Parasitology,Springer Nature,0165-5752,,7,95,611-624,1,115,,2018-08-09,,0,https://doi.org/10.1007/s11230-018-9808-y,,,2018-09-15
"Beveridge, Ian",10.1007/s11230-018-9812-2,"A new species of Kiluluma Skrjabin, 1916 (Nematoda: Strongyloidea) from the white rhinoceros, Ceratotherium simum (Burchell) from South Africa",1,journal-article,2018-08-21,Parasitology,Systematic Parasitology,"Springer Nature America, Inc",0165-5752,,,,,1,116,,2018-08-21,,0,https://doi.org/10.1007/s11230-018-9812-2,,,2018-09-15
"Neumann, Christian; Girod, Peter",10.1007/s12542-018-0404-x,"Weitschataster intermedius gen. et sp. nov., a goniasterid starfish (Echinodermata: Asteroidea) from the Upper Cretaceous of Germany",1,journal-article,2018-05-03,Palaeontology,PalZ,"Springer Nature America, Inc",0031-0220,,3,92,425-433,1,118,,2018-07-05,,0,https://doi.org/10.1007/s12542-018-0404-x,,,2018-09-15
"Schindler, Thomas",10.1007/s12542-018-0410-z,"Revision of Rhabdolepis macropterus (Bronn, 1829) (Osteichthyes, lower Actinopterygii; Lower Permian, SW Germany)",1,journal-article,2018-06-12,Palaeontology,PalZ,Springer Nature,0031-0220,,,,,1,119,,2018-07-02,,0,https://doi.org/10.1007/s12542-018-0410-z,,,2018-09-15
"Pfeiffer-Deml, Thekla",10.1007/s12542-018-0417-5,"The fossil fallow deer Dama geiselana (Cervidae, Mammalia, upgrade to species level) in the context of migration and local extinctions of fallow deer in the Late and Middle Pleistocene in Europe",1,journal-article,2018-06-12,Palaeontology,PalZ,Springer Nature,0031-0220,,,,,1,120,,2018-08-07,,0,https://doi.org/10.1007/s12542-018-0417-5,,,2018-09-15
"Štarhová Serbina, Liliya; Mennecart, Bastien",10.1007/s13127-018-0367-5,Evolutionary pattern of the forewing shape in the Neotropical genus of jumping plant-lice (Hemiptera: Psylloidea: Russelliana),1,journal-article,2018-05-23,"Ecology, Evolution, Behavior and Systematics",Organisms Diversity & Evolution,"Springer Nature America, Inc",1439-6092,,3,18,313-325,1,123,,2018-08-05,,0,https://doi.org/10.1007/s13127-018-0367-5,,,2018-09-15
"Gale, Andy S.",10.1007/s13358-018-0155-z,"Origin and phylogeny of velatid asteroids (Echinodermata, Neoasteroidea)—new evidence from the Jurassic",1,journal-article,2018-06-27,Palaeontology,Swiss Journal of Palaeontology,Springer Nature,1664-2376,,,,,1,124,,2018-08-09,,0,https://doi.org/10.1007/s13358-018-0155-z,,,2018-09-15
"Santos, B F; Aguiar, A P",10.1007/s13744-018-0602-y,"Review of Dotocryptus Brèthes (Hymenoptera, Ichneumonidae, Cryptinae), with a New Species from Colombia",1,journal-article,2018-04-23,,Neotropical Entomology,Springer Nature,1519-566X,,,,,1,125,,2018-06-14,,0,https://doi.org/10.1007/s13744-018-0602-y,,,2018-09-15
"Di Martino, Emanuela; Martha, Silviu O.; Taylor, Paul D.",10.1016/j.annpal.2018.04.001,The Madagascan Maastrichtian bryozoans of Ferdinand Canu – Systematic revision and scanning electron microscopic study,1,journal-article,2018-04-01,Palaeontology,Annales de Paléontologie,Elsevier BV,0753-3969,,2,104,101-128,1,126,,2018-07-02,,0,https://doi.org/10.1016/j.annpal.2018.04.001,,,2018-09-15
"Kostopoulos, Dimitris S.; Soubise, Juliette",10.1016/j.annpal.2018.04.002,"Palaeoreas ,  Majoreas , and  Stryfnotherium  gen. nov. (Mammalia: Artiodactyla: Bovidae) from the Late Miocene of Greece",1,journal-article,2018-07-01,Palaeontology,Annales de Paléontologie,Elsevier BV,0753-3969,,3,104,231-247,1,127,,2018-08-07,,0,https://doi.org/10.1016/j.annpal.2018.04.002,,,2018-09-15
"Palacios-Abella, José F.; Raga, Juan Antonio; Mele, Salvatore; Montero, Francisco E.",10.1016/j.aquaculture.2018.06.024,Blood fluke diseases in Pagellus spp. (Sparidae): Pathology and description of a new species of Skoulekia in the blackspot seabream P. bogaraveo (Brünnich),1,journal-article,2018-10-01,Aquatic Science,Aquaculture,Elsevier BV,0044-8486,,,495,472-483,0,128,,2018-06-20,,0,https://doi.org/10.1016/j.aquaculture.2018.06.024,,,2018-09-15
"Volynkin, Anton V.; Černý, Karel; Ivanova, Maria S.",10.1016/j.aspen.2018.07.020,"Revision of the Barsine punicea Moore, 1878 species-group, with descriptions of two new species and two new subspecies (Lepidoptera, Erebidae, Arctiinae)",1,journal-article,2018-09-01,Insect Science,Journal of Asia-Pacific Entomology,Elsevier BV,1226-8615,,3,21,999-1008,1,129,,2018-08-09,,0,https://doi.org/10.1016/j.aspen.2018.07.020,,,2018-09-15
"Simithy, Johayra; Fuanta, Ngolui Rene; Hobrath, Judith V.; Kochanowska-Karamyan, Anna; Hamann, Mark T.; Goodwin, Douglas C.; Calderón, Angela I.",10.1016/j.bbapap.2018.04.007,Mechanism of irreversible inhibition of Mycobacterium tuberculosis shikimate kinase by ilimaquinone,1,journal-article,2018-05-01,"Biophysics,Analytical Chemistry,Biochemistry,Molecular Biology",Biochimica et Biophysica Acta (BBA) - Proteins and Proteomics,Elsevier BV,1570-9639,,5-6,1866,731-739,0,130,,2018-07-14,,0,https://doi.org/10.1016/j.bbapap.2018.04.007,,,2018-09-15
"Zheng, Daran; Jarzembowski, Edmund A.; Chang, Su-Chin; Wang, Bo; Zhang, Haichun",10.1016/j.cretres.2018.05.003,"New cymatophlebiid dragonflies from the Lower Cretaceous of China and England (Odonata: Anisoptera: Cymatophlebiinae, Valdaeshninae)",1,journal-article,2018-10-01,Palaeontology,Cretaceous Research,Elsevier BV,0195-6671,,,90,311-317,1,131,,2018-07-11,,0,https://doi.org/10.1016/j.cretres.2018.05.003,,,2018-09-15
"Vullo, Romain; Archambeau, Jean-Pierre; Bailly, Gilles; Bénéfice, Pierre",10.1016/j.cretres.2018.05.019,"Reassessment of Cosmodus Sauvage, 1879, a poorly known genus of large pycnodont fish (Actinopterygii, Pycnodontiformes) from the Cenomanian (Upper Cretaceous) of Western Europe",1,journal-article,2018-11-01,Palaeontology,Cretaceous Research,Elsevier BV,0195-6671,,,91,217-228,1,132,,2018-06-18,,0,https://doi.org/10.1016/j.cretres.2018.05.019,,,2018-09-15
"Cuesta, Elena; Vidal, Daniel; Ortega, Francisco; Sanz, José L.",10.1016/j.cretres.2018.06.007,The cranial osteology of Concavenator corcovatus (Theropoda; Carcharodontosauria) from the Lower Cretaceous of Spain,1,journal-article,2018-11-01,Palaeontology,Cretaceous Research,Elsevier BV,0195-6671,,,91,176-194,1,133,,2018-08-05,,0,https://doi.org/10.1016/j.cretres.2018.06.007,,,2018-09-15
"Arden, Thomas M.S.; Klein, Catherine G.; Zouhri, Samir; Longrich, Nicholas R.",10.1016/j.cretres.2018.06.013,Aquatic adaptation in the skull of carnivorous dinosaurs (Theropoda: Spinosauridae) and the evolution of aquatic habits in spinosaurus,1,journal-article,2018-07-01,Palaeontology,Cretaceous Research,Elsevier BV,0195-6671,,,,,1,134,,2018-08-06,,0,https://doi.org/10.1016/j.cretres.2018.06.013,,,2018-09-15
"Malafaia, Elisabete; Gasulla, José Miguel; Escaso, Fernando; Narváez, Iván; Sanz, José Luis; Ortega, Francisco",10.1016/j.cretres.2018.08.006,"New spinosaurid (Theropoda, Megalosauroidea) remains from the Arcillas de Morella Formation (upper Barremian) of Morella, Spain",1,journal-article,2018-12-01,Palaeontology,Cretaceous Research,Elsevier BV,0195-6671,,,92,174-183,1,135,,2018-08-20,,0,https://doi.org/10.1016/j.cretres.2018.08.006,,,2018-09-15
"Nyegaard, Marianne; Sawai, Etsuro",10.1016/j.dib.2018.07.015,"Species identification of sunfish specimens (Genera  Mola  and  Masturus , Family Molidae) from Australian and New Zealand natural history museum collections and other local sources",1,journal-article,2018-08-01,Multidisciplinary,Data in Brief,Elsevier BV,2352-3409,,,19,2404-2415,1,137,https://doi.org/10.1016/j.dib.2018.07.015,2018-09-15,,1,https://doi.org/10.1016/j.dib.2018.07.015,publisher,publishedVersion,2018-09-15
"Neal, Lenka; Taboada, Sergio; Woodall, Lucy C.",10.1016/j.dsr.2018.07.003,Slope-shelf faunal link and unreported diversity off Nova Scotia: Evidence from polychaete data,1,journal-article,2018-08-01,"Aquatic Science,Oceanography",Deep Sea Research Part I: Oceanographic Research Papers,Elsevier BV,0967-0637,,,138,72-84,1,138,,2018-08-07,,0,https://doi.org/10.1016/j.dsr.2018.07.003,,,2018-09-15
"Handa, Naoto; Nakatsukasa, Masato; Kunimatsu, Yutaka; Nakaya, Hideo",10.1016/j.geobios.2018.08.003,"Brachypotherium (Perissodactyla, Rhinocerotidae) from the late Miocene of Samburu Hills, Kenya",1,journal-article,2018-08-01,"Stratigraphy,Space and Planetary Science",Geobios,Elsevier BV,0016-6995,,,,,1,140,,2018-08-09,,0,https://doi.org/10.1016/j.geobios.2018.08.003,,,2018-09-15
"Martill, David M.; Ibrahim, Nizar; Bouaziz, Samir",10.1016/j.jafrearsci.2018.05.008,A giant pterosaur in the Early Cretaceous (Albian) of Tunisia,1,journal-article,2018-11-01,"Earth-Surface Processes,Geology",Journal of African Earth Sciences,Elsevier BV,1464-343X,,,147,331-337,1,141,,2018-08-06,,0,https://doi.org/10.1016/j.jafrearsci.2018.05.008,,,2018-09-15
"Sormova, Eliska; Kramp, Katja; Kundrata, Robin",10.1016/j.jcz.2018.04.001,"Diversity and phylogenetic relationships of Drilus Olivier, 1790 (Elateridae: Agrypninae: Drilini) in Cyprus",1,journal-article,2018-07-01,Animal Science and Zoology,Zoologischer Anzeiger,Elsevier BV,0044-5231,,,275,1-12,1,142,,2018-06-16,,0,https://doi.org/10.1016/j.jcz.2018.04.001,,,2018-09-15
"Sturaro, Marcelo José; Rodrigues, Miguel T.; Colli, Guarino R.; Knowles, L. Lacey; Avila-Pires, Teresa C.S.",10.1016/j.jcz.2018.04.004,Integrative taxonomy of the lizards Cercosaura ocellata species complex (Reptilia: Gymnophthalmidae),1,journal-article,2018-07-01,Animal Science and Zoology,Zoologischer Anzeiger,Elsevier BV,0044-5231,,,275,37-65,1,143,,2018-06-14,,0,https://doi.org/10.1016/j.jcz.2018.04.004,,,2018-09-15
"Kostopoulos, Dimitris S.; Guy, Franck; Kynigopoulou, Zoi; Koufos, George D.; Valentin, Xavier; Merceron, Gildas",10.1016/j.jhevol.2018.02.012,A 2Ma old baboon-like monkey from Northern Greece and new evidence to support the Paradolichopithecus – Procynocephalus synonymy (Primates: Cercopithecidae),1,journal-article,2018-08-01,"Ecology, Evolution, Behavior and Systematics,Anthropology",Journal of Human Evolution,Elsevier BV,0047-2484,,,121,178-192,1,144,,2018-06-21,,0,https://doi.org/10.1016/j.jhevol.2018.02.012,,,2018-09-15
"Terhune, Claire E.; Ritzman, Terrence B.; Robinson, Chris A.",10.1016/j.jhevol.2018.03.009,Mandibular ramus shape variation and ontogeny in  Homo sapiens  and  Homo neanderthalensis,1,journal-article,2018-08-01,"Ecology, Evolution, Behavior and Systematics,Anthropology",Journal of Human Evolution,Elsevier BV,0047-2484,,,121,55-71,1,145,,2018-06-14,,0,https://doi.org/10.1016/j.jhevol.2018.03.009,,,2018-09-15
"Gilbert, Christopher C.; Frost, Stephen R.; Pugh, Kelsey D.; Anderson, Monya; Delson, Eric",10.1016/j.jhevol.2018.04.012,Evolution of the modern baboon ( Papio hamadryas ): A reassessment of the African Plio-Pleistocene record,1,journal-article,2018-09-01,"Ecology, Evolution, Behavior and Systematics,Anthropology",Journal of Human Evolution,Elsevier BV,0047-2484,,,122,38-69,1,146,,2018-08-11,,0,https://doi.org/10.1016/j.jhevol.2018.04.012,,,2018-09-15
"Vega, Francisco J.; Charbonnier, Sylvain; Gómez-Pérez, Luis E.; Coutiño, Marco A.; Carbot-Chanona, Gerardo; Távora, Vladimir de Araújo; Serrano-Sánchez, María de Lourdes; Téodori, Dominique; Hernández-Monzón, Oscar",10.1016/j.jsames.2018.05.017,"Review and additions to the Maastrichtian (Late Cretaceous) crustacea from Chiapas, Mexico",1,journal-article,2018-08-01,"Earth-Surface Processes,Geology",Journal of South American Earth Sciences,Elsevier BV,0895-9811,,,85,325-344,1,148,,2018-08-09,,0,https://doi.org/10.1016/j.jsames.2018.05.017,,,2018-09-15
"Paiva, Hanna Carolina Lins de; Gallo, Valéria",10.1016/j.jsames.2018.08.010,Quasimodichthys gen. nov. (Neopterygii: Semionotiformes): A morphological and ontogenetic study,1,journal-article,2018-12-01,"Earth-Surface Processes,Geology",Journal of South American Earth Sciences,Elsevier BV,0895-9811,,,88,132-143,1,149,,2018-08-16,,0,https://doi.org/10.1016/j.jsames.2018.08.010,,,2018-09-15
"Görföl, Tamás; Csorba, Gábor",10.1016/j.mambio.2018.08.004,Integrative taxonomy places Asian species of Falsistrellus (Chiroptera: Vespertilionidae) into Hypsugo,1,journal-article,2018-11-01,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",Mammalian Biology,Elsevier BV,1616-5047,,,93,56-63,1,150,,2018-08-13,,0,https://doi.org/10.1016/j.mambio.2018.08.004,,,2018-09-15
"Merceron, Gildas; Colyn, Marc; Geraads, Denis",10.1016/j.palaeo.2018.05.036,Browsing and non-browsing extant and extinct giraffids: Evidence from dental microwear textural analysis,1,journal-article,2018-09-01,"Earth-Surface Processes,Palaeontology,Ecology, Evolution, Behavior and Systematics,Oceanography","Palaeogeography, Palaeoclimatology, Palaeoecology",Elsevier BV,0031-0182,,,505,128-139,1,151,,2018-07-20,,0,https://doi.org/10.1016/j.palaeo.2018.05.036,,,2018-09-15
"Thompson, Jeffrey R.; Bottjer, David J.",10.1016/j.palaeo.2018.06.018,Quantitative analysis of substrate preference in Carboniferous stem group echinoids,1,journal-article,2018-06-01,"Earth-Surface Processes,Palaeontology,Ecology, Evolution, Behavior and Systematics,Oceanography","Palaeogeography, Palaeoclimatology, Palaeoecology",Elsevier BV,0031-0182,,,,,1,152,,2018-08-10,,0,https://doi.org/10.1016/j.palaeo.2018.06.018,,,2018-09-15
"Cherin, Marco; Sorbelli, Leonardo; Crotti, Marco; Iurino, Dawid A.; Sardella, Raffaele; Souron, Antoine",10.1016/j.quascirev.2018.06.029,"New material of Sus strozzii (Suidae, Mammalia) from the Early Pleistocene of Italy and a phylogenetic analysis of suines",1,journal-article,2018-08-01,"Archaeology,Archaeology,Global and Planetary Change,Geology,Ecology, Evolution, Behavior and Systematics",Quaternary Science Reviews,Elsevier BV,0277-3791,,,194,94-115,1,154,,2018-07-20,,0,https://doi.org/10.1016/j.quascirev.2018.06.029,,,2018-09-15
"Dong, Jiajia; Kergoat, Gael J.; Vicente, Natállia; Rahmadi, Cahyo; Xu, Shengquan; Robillard, Tony",10.1016/j.ympev.2018.06.001,"Biogeographic patterns and diversification dynamics of the genus Cardiodactylus Saussure (Orthoptera, Grylloidea, Eneopterinae) in Southeast Asia",1,journal-article,2018-12-01,"Genetics,Ecology, Evolution, Behavior and Systematics,Molecular Biology",Molecular Phylogenetics and Evolution,Elsevier BV,1055-7903,,,129,1-14,1,155,,2018-06-22,,0,https://doi.org/10.1016/j.ympev.2018.06.001,,,2018-09-15
"Anoop, V.K.; Dahanukar, Neelesh; Philip, Siby; Thomas, Liju; Raghavan, Rajeev",10.1016/j.ympev.2018.08.013,Phylogeny of the hillstream loach genus Mesonoemacheilus reveals widespread diversification through ancient drainage connections in the Western Ghats Biodiversity Hotspot,1,journal-article,2018-12-01,"Genetics,Ecology, Evolution, Behavior and Systematics,Molecular Biology",Molecular Phylogenetics and Evolution,Elsevier BV,1055-7903,,,129,77-84,1,156,,2018-08-25,,0,https://doi.org/10.1016/j.ympev.2018.08.013,,,2018-09-15
"Antonietto, Lucas S.; Park Boush, Lisa E.; Suarez, Celina A.; Milner, Andrew R.C.; Kirkland, James I.",10.1017/jpa.2017.150,"The ‘Last Hurrah of the Reigning Darwinulocopines’? Ostracoda (Arthropoda, Crustacea) from the Lower Jurassic Moenave Formation, Arizona and Utah, USA",1,journal-article,2018-04-26,,Journal of Paleontology,Cambridge University Press (CUP),0022-3360,,04,92,648-660,1,157,,2018-06-14,,0,https://doi.org/10.1017/jpa.2017.150,,,2018-09-15
"Hendricks, Jonathan R.",10.1017/jpa.2017.153,"Diversity and preserved shell coloration patterns of Miocene Conidae (Neogastropoda) from an exposure of the Gatun Formation, Colón Province, Panama",1,journal-article,2018-05-24,,Journal of Paleontology,Cambridge University Press (CUP),0022-3360,,,,1-34,1,158,,2018-08-07,,0,https://doi.org/10.1017/jpa.2017.153,,,2018-09-15
"López-Torres, Sergi; Silcox, Mary T.",10.1017/jpa.2018.10,"The European Paromomyidae (Primates, Mammalia): taxonomy, phylogeny, and biogeographic implications",1,journal-article,2018-05-09,,Journal of Paleontology,Cambridge University Press (CUP),0022-3360,,,,1-18,1,159,,2018-06-21,,0,https://doi.org/10.1017/jpa.2018.10,,,2018-09-15
"MADZIA, DANIEL; SACHS, SVEN; LINDGREN, JOHAN",10.1017/s0016756818000523,"Morphological and phylogenetic aspects of the dentition of Megacephalosaurus eulerti, a pliosaurid from the Turonian of Kansas, USA, with remarks on the cranial anatomy of the taxon",1,journal-article,2018-07-24,Geology,Geological Magazine,Cambridge University Press (CUP),0016-7568,,,,1-16,1,160,,2018-07-28,,0,https://doi.org/10.1017/s0016756818000523,,,2018-09-15
"Morton, Brian; Puljas, Sanja",10.1017/s0025315418000267,An improbable opportunistic predator: the functional morphology of Pinna nobilis (Bivalvia: Pterioida: Pinnidae),1,journal-article,2018-04-23,,Journal of the Marine Biological Association of the United Kingdom,Cambridge University Press (CUP),0025-3154,,,,1-15,1,161,,2018-06-26,,0,https://doi.org/10.1017/s0025315418000267,,,2018-09-15
"Keating, Joseph N.; Marquart, Chloe L.; Marone, Federica; Donoghue, Philip C. J.",10.1038/s41559-018-0624-1,The nature of aspidin and the evolutionary origin of bone,1,journal-article,2018-07-31,,Nature Ecology & Evolution,"Springer Nature America, Inc",2397-334X,,9,2,1501-1506,1,164,,2018-08-08,,0,https://doi.org/10.1038/s41559-018-0624-1,,,2018-09-15
"Britt, Brooks B.; Dalla Vecchia, Fabio M.; Chure, Daniel J.; Engelmann, George F.; Whiting, Michael F.; Scheetz, Rodney D.",10.1038/s41559-018-0627-y,Caelestiventus hanseni gen. et sp. nov. extends the desert-dwelling pterosaur record back 65 million years,1,journal-article,2018-08-13,,Nature Ecology & Evolution,"Springer Nature America, Inc",2397-334X,,9,2,1386-1392,1,165,,2018-08-11,,0,https://doi.org/10.1038/s41559-018-0627-y,,,2018-09-15
"Foffa, Davide; Young, Mark T.; Stubbs, Thomas L.; Dexter, Kyle G.; Brusatte, Stephen L.",10.1038/s41559-018-0656-6,The long-term ecology and evolution of marine reptiles in a Jurassic seaway,1,journal-article,2018-09-03,,Nature Ecology & Evolution,"Springer Nature America, Inc",2397-334X,,,,,1,166,,2018-09-03,,0,https://doi.org/10.1038/s41559-018-0656-6,,,2018-09-15
"Beermann, Jan; Westbury, Michael V.; Hofreiter, Michael; Hilgers, Leon; Deister, Fabian; Neumann, Hermann; Raupach, Michael J.",10.1038/s41598-018-25225-x,"Cryptic species in a well-known habitat: applying taxonomics to the amphipod genus Epimeria (Crustacea, Peracarida)",1,journal-article,2018-05-02,,Scientific Reports,Springer Nature,2045-2322,,1,8,,1,167,https://www.nature.com/articles/s41598-018-25225-x.pdf,2018-07-12,https://www.nature.com/articles/s41598-018-25225-x.pdf,1,https://doi.org/10.1038/s41598-018-25225-x,publisher,publishedVersion,2018-09-15
